Genes,Comparison1_lgc,Comparison1_FDR,Comparison2_lgc,Comparison2_FDR,Comparison3_lgc,Comparison3_FDR
ENSMUSG00000054723,-1.321824561,2.28E-09,0.934888321,0.046779495,0.693014648,0.090184162
ENSMUSG00000073676,-1.31985259,0.000000161,1.193216557,0.018628969,1.8881183,0.046883598
ENSMUSG00000038059,-1.31799909,0.00000244,1.272425241,0.089633728,-1.151265623,0.02896384
ENSMUSG00000067367,-1.316571977,4.14E-16,-0.944033651,0.017038225,0.833535282,0.00742433
ENSMUSG00000100025,-1.316248673,0.0507,1.137912597,0.088495757,-0.536450732,0.068226323
ENSMUSG00000009734,-1.315966094,0.0507,-1.562769285,0.085885211,-1.894839481,0.088764292
ENSMUSG00000029754,-1.315432684,0.00219,0.176534179,0.051885933,0.813539744,0.017028443
ENSMUSG00000053916,-1.313754778,0.00901,-0.454401455,0.055416314,-0.782753096,0.045195758
ENSMUSG00000074182,-1.31342764,3.70E-30,-1.973126598,0.028705238,-0.468455044,0.068220296
ENSMUSG00000041057,-1.311522823,6.69E-29,1.510666227,0.076287929,-1.508219994,0.050780197
ENSMUSG00000079442,-1.309633937,3.80E-18,-0.223351118,0.097420438,-1.305485382,0.090115217
ENSMUSG00000027293,-1.30902303,0.000000236,1.391172984,0.00234173,0.781041111,0.008053387
ENSMUSG00000001416,-1.30869708,7.13E-13,-1.364037188,0.052401822,0.007407398,0.031212967
ENSMUSG00000060206,-1.30592212,0.0618,0.348576447,0.005191095,0.935032413,0.022841516
ENSMUSG00000031740,-1.304280979,0.0254,1.45789241,0.048451242,-0.540504696,0.060866089
ENSMUSG00000074480,-1.303886074,2.08E-13,1.57774654,0.010905959,-1.355356437,0.050393083
ENSMUSG00000026020,-1.303650235,7.20E-26,-1.491042518,0.011088263,1.347068667,0.014090155
ENSMUSG00000099998,-1.303070341,0.0165,-1.251920416,0.06045291,-1.8823357,0.065767456
ENSMUSG00000094090,-1.302982626,0.0697,-1.118115883,0.092427657,-0.931920804,0.054042172
ENSMUSG00000019726,-1.302843884,1.59E-31,-1.019278632,0.089508076,-0.610979279,0.077466088
ENSMUSG00000079560,-1.302326184,0.0983,1.967583938,0.035011409,0.002805087,0.042744847
ENSMUSG00000040688,-1.301577321,6.24E-19,0.501959102,0.004232204,1.176817619,0.058871152
ENSMUSG00000006356,-1.300546587,0.0000261,-0.00436171,0.064264051,-0.124848759,0.052749667
ENSMUSG00000025134,-1.300397906,2.32E-14,-1.150019863,0.00210038,-1.12759712,0.066169649
ENSMUSG00000002658,-1.29966606,1.42E-25,1.349775032,0.026443927,-0.358146617,0.09763693
ENSMUSG00000032215,-1.299376012,4.45E-16,0.661458539,0.00773888,-0.799571077,0.064265415
ENSMUSG00000020542,-1.298909594,0.0954,1.354231457,0.092161813,-0.351328003,0.07947748
ENSMUSG00000028840,-1.298525793,1.51E-21,-1.531237974,0.084633308,-1.036501456,0.04354785
ENSMUSG00000079036,-1.297938941,2.02E-21,1.535049682,0.079609037,1.060899905,0.051547061
ENSMUSG00000004393,-1.295945249,4.70E-14,1.567495534,0.077701759,0.645669549,0.090067882
ENSMUSG00000028651,-1.295664448,7.39E-09,-0.316327091,0.035150662,-1.550133526,0.084073215
ENSMUSG00000038550,-1.295538775,0.000000897,-0.885962118,0.097053702,-0.011121991,0.003345119
ENSMUSG00000042724,-1.294365635,8.20E-14,-0.843765563,0.047737342,0.202833606,0.096223377
ENSMUSG00000046854,-1.29399598,0.0187,0.270674965,0.082434502,0.170812816,0.089912064
ENSMUSG00000047649,-1.293636097,1.16E-21,-0.308972084,0.011786092,-1.651860562,0.013243692
ENSMUSG00000002477,-1.293582909,5.36E-14,1.764743595,0.054773283,1.094635707,0.07702776
ENSMUSG00000034472,-1.293078519,0.0157,-0.508763027,0.021980281,0.739071402,0.008122532
ENSMUSG00000020537,-1.292344844,5.95E-10,1.825568222,0.08621269,-1.310772664,0.040476285
ENSMUSG00000020656,-1.289902748,0.00000311,1.055182682,0.048536915,-0.674994852,0.039208643
ENSMUSG00000033020,-1.288566492,5.02E-14,-1.981656926,0.086684225,-1.790739299,0.007643489
ENSMUSG00000041632,-1.288231814,6.32E-22,-1.40556436,0.024368191,-0.797766914,0.050677737
ENSMUSG00000008129,-1.286764546,0.0000184,-1.307123081,0.090041296,0.034715609,0.033233583
ENSMUSG00000024735,-1.28497934,3.87E-09,-0.386349366,0.086040707,-1.05980753,0.022970328
ENSMUSG00000022704,-1.284670317,3.79E-11,0.498417863,0.046987505,-0.485975673,0.062271408
ENSMUSG00000031578,-1.284401554,2.20E-19,1.20293766,0.042985699,-0.965107695,0.049991966
ENSMUSG00000039640,-1.283342028,4.45E-16,0.645855141,0.071102028,1.723721141,0.024786317
ENSMUSG00000050199,-1.282597439,0.000146,-1.690008589,0.098002879,1.046100791,0.019372703
ENSMUSG00000000301,-1.282357225,0.0163,-1.209388086,0.069876812,-0.054060864,0.082849684
ENSMUSG00000031931,-1.280793002,1.54E-12,-1.44962784,0.054017433,1.223423249,0.038440677
ENSMUSG00000026615,-1.279897227,1.41E-19,1.267523777,0.05781576,1.154360228,0.038323443
ENSMUSG00000027405,-1.279754823,2.75E-29,-0.124434723,0.064665205,0.493422902,0.005455229
ENSMUSG00000029661,-1.278618368,0.00766,-0.601120605,0.075399977,-1.785736291,0.002174207
ENSMUSG00000068323,-1.278063418,0.0675,-1.304853898,0.064183481,0.440216547,0.057789875
ENSMUSG00000001436,-1.275402469,5.21E-15,1.046084756,0.068395415,-1.605113859,0.053816427
ENSMUSG00000038776,-1.275079582,7.43E-11,-1.18748527,0.083527052,-0.86307025,0.071121214
ENSMUSG00000025461,-1.274788985,0.0913,0.735477319,0.003138957,1.924719651,0.014869666
ENSMUSG00000020532,-1.274152341,9.19E-23,0.206891724,0.058230282,-1.564203111,0.029985939
ENSMUSG00000039929,-1.267200323,1.24E-17,-1.197788881,0.047750404,-0.504143825,0.019441584
ENSMUSG00000024528,-1.266724799,2.13E-19,-1.438023718,0.032056748,-1.776799969,0.081899782
ENSMUSG00000033166,-1.265438725,6.93E-26,1.121093207,0.062859297,0.303258658,0.091685762
ENSMUSG00000022913,-1.264708488,8.72E-16,1.465679799,0.038018543,1.941184542,0.05401244
ENSMUSG00000025869,-1.263182705,1.14E-15,-0.033415131,0.080990917,-1.392599216,0.088699318
ENSMUSG00000032959,-1.262590516,0.00000206,1.931393822,0.091363076,-0.976886603,0.015745829
ENSMUSG00000030431,-1.261571833,0.000000233,-1.911073516,0.0803767,-0.756880308,0.049241048
ENSMUSG00000074500,-1.261063147,0.00000037,0.54008389,0.047017151,0.161277337,0.075542703
ENSMUSG00000087207,-1.260399186,0.000222,-0.400908747,0.068508676,0.880379423,0.043199209
ENSMUSG00000020692,-1.258031326,1.06E-16,1.156644941,0.098972745,-1.869148504,0.025264119
ENSMUSG00000097388,-1.257249188,0.00317,1.587518253,0.058012336,-1.65146125,0.098182906
ENSMUSG00000010755,-1.256337325,5.37E-21,-0.932365251,0.057032976,-1.442483116,0.017313935
ENSMUSG00000030079,-1.255879576,8.21E-14,-0.348460674,0.058921736,1.717846592,0.0154551
ENSMUSG00000019971,-1.254590804,4.96E-09,1.228923154,0.094927715,-0.289297255,0.018391676
ENSMUSG00000044533,-1.25457822,7.23E-10,1.661033771,0.068376547,1.73842788,0.023199453
ENSMUSG00000053289,-1.25212127,6.03E-44,1.078306851,0.02658748,-0.545751367,0.092821687
ENSMUSG00000021193,-1.249189143,5.98E-13,1.061666341,0.049439126,-1.449402534,0.09260046
ENSMUSG00000029415,-1.247151389,6.58E-21,-0.293157646,0.01748224,0.026893387,0.032899485
ENSMUSG00000024999,-1.245747876,2.47E-16,-0.994688302,0.093105853,0.970120103,0.01963651
ENSMUSG00000079478,-1.245364093,6.29E-12,1.300288606,0.046482493,-1.132369678,0.036286507
ENSMUSG00000026303,-1.24491377,0.0118,-0.668026204,0.049975609,1.350316017,0.026795625
ENSMUSG00000063931,-1.244251845,1.19E-09,1.399999131,0.086598871,-1.061379253,0.036939878
ENSMUSG00000082938,-1.244206389,0.00288,-1.389966815,0.03541812,1.723298117,0.009797763
ENSMUSG00000008450,-1.242733721,0.0000136,-1.552063303,0.032489313,-1.432745467,0.077622342
ENSMUSG00000035754,-1.242720863,7.13E-13,-1.975198977,0.090804458,1.139491119,0.046469835
ENSMUSG00000037995,-1.242639805,0.0000272,-1.944089775,0.035271335,1.405884876,0.0471821
ENSMUSG00000083587,-1.242485496,0.0351,1.395301693,0.088068765,0.798833043,0.037357778
ENSMUSG00000058927,-1.241644943,0.00000517,-1.706278858,1.79E-06,0.696516881,0.02816894
ENSMUSG00000085787,-1.241152956,0.0000405,0.006251705,0.085086247,1.233946505,0.066310653
ENSMUSG00000016200,-1.240806375,0.0373,0.527110963,0.052455863,1.37099677,0.035379229
ENSMUSG00000010047,-1.23868228,2.67E-08,-0.486247764,0.072237869,-1.997474426,0.01677755
ENSMUSG00000021116,-1.237366537,1.87E-19,0.381074203,0.024592585,-1.105705676,0.050714084
ENSMUSG00000056656,-1.236655934,0.0872,-1.938841599,0.099678264,0.559120888,0.087979983
ENSMUSG00000023110,-1.235107547,2.43E-28,-0.115088606,0.093131859,-0.127021197,0.059880719
ENSMUSG00000053580,-1.233910859,2.93E-13,1.870366651,0.055746891,-1.856187961,0.060958754
ENSMUSG00000083179,-1.233731073,0.0000224,1.055493887,0.042457709,0.418249852,0.073998464
ENSMUSG00000035451,-1.233038428,0.0628,0.940773169,0.005510356,-0.106701289,0.066647549
ENSMUSG00000018433,-1.231100026,4.82E-14,-1.677230418,0.022174651,-1.061218936,0.03829804
ENSMUSG00000018565,-1.230322242,2.14E-12,-1.66526883,0.058321754,0.678552459,0.047495604
ENSMUSG00000005540,-1.228468926,1.78E-13,1.164277937,0.033567877,-1.807428886,0.094124401
ENSMUSG00000035704,-1.227927157,2.80E-10,0.152896545,0.099906848,0.050209421,0.016034257
ENSMUSG00000005981,-1.227715159,8.62E-19,-1.486035644,0.030388945,-0.23126735,0.039435036
ENSMUSG00000028953,-1.226010068,1.05E-13,1.044594678,0.07803859,-0.578329481,0.095508367
ENSMUSG00000021732,-1.225970435,0.0517,1.871395,0.094229502,-0.400382683,0.039682553
ENSMUSG00000033581,-1.222305024,0.0315,-0.875431051,0.070626019,1.749379449,0.092358117
ENSMUSG00000043424,-1.222000524,3.12E-12,-0.032437111,0.039715222,-0.414960604,0.055457074
ENSMUSG00000083630,-1.220778172,0.000728,-1.097544025,0.053109835,1.293869865,0.051676263
ENSMUSG00000020775,-1.21809194,1.22E-11,-1.640451097,0.07701969,-0.541840126,0.014867232
ENSMUSG00000038975,-1.217671648,2.65E-14,1.630466646,0.000782827,-0.449775201,0.043188047
ENSMUSG00000040532,-1.216277851,6.46E-08,-0.022136932,0.030968779,-0.75411891,0.083390309
ENSMUSG00000019837,-1.215089072,1.90E-17,-0.392196199,0.032189547,-1.486428814,0.014242774
ENSMUSG00000037275,-1.212133071,2.64E-16,-0.086770055,0.066860061,-0.481939591,0.078588103
ENSMUSG00000020877,-1.210831147,0.000006,1.850518126,0.016987429,1.81191341,0.017997359
ENSMUSG00000014873,-1.210096339,2.78E-20,-1.179731134,0.041515921,0.137851483,0.055955389
ENSMUSG00000086962,-1.209547541,0.0109,0.328768983,0.09375452,-1.765204849,0.05926901
ENSMUSG00000019777,-1.209263066,2.36E-15,0.809456866,0.084564884,1.006379885,0.065188614
ENSMUSG00000026019,-1.20867747,1.79E-15,-1.960284939,0.096086269,0.631293661,0.00548656
ENSMUSG00000022594,-1.207781299,0.000000207,-1.563595508,0.006405728,-0.017865189,0.07489062
ENSMUSG00000022346,-1.207132536,0.0011,-0.887564971,0.092830155,-1.296458563,0.03520032
ENSMUSG00000028394,-1.206811086,1.54E-17,-0.679714527,0.02942683,-0.175478041,0.08904292
ENSMUSG00000033768,-1.204805602,0.000101,-0.310668042,0.021035252,-0.489413306,0.069207763
ENSMUSG00000075590,-1.203442243,0.0877,0.50201364,0.059699748,-0.301281257,0.027574073
ENSMUSG00000030144,-1.203055215,0.0334,1.979513362,0.054524619,-1.976419112,0.005434126
ENSMUSG00000020131,-1.200496201,0.000174,0.709452373,0.026770396,-1.318527242,0.021680756
ENSMUSG00000026080,-1.19728286,1.96E-12,1.397575249,0.003536923,-0.483620795,0.032268467
ENSMUSG00000026042,-1.194567595,0.0784,0.637360536,0.050171582,1.870022851,0.073923003
ENSMUSG00000068373,-1.194561448,0.0325,-0.891952462,0.086500451,-1.820733085,0.08903869
ENSMUSG00000078789,-1.19425868,1.75E-11,-0.747647184,0.058315251,0.477485264,0.061608003
ENSMUSG00000030127,-1.194230787,2.03E-12,-0.293923082,0.057570394,1.432502701,0.04762428
ENSMUSG00000034543,-1.193378091,3.37E-20,-1.185802733,0.031054847,0.749704202,0.075237613
ENSMUSG00000022505,-1.193274076,0.0666,1.448540172,0.057640099,1.327087685,0.037170104
ENSMUSG00000033809,-1.193189825,4.53E-15,-0.494150004,0.0950075,1.404323591,0.068534376
ENSMUSG00000047907,-1.191938266,0.0979,1.116892915,0.057011257,0.627248543,0.024153993
ENSMUSG00000028683,-1.18684222,2.13E-22,1.154325285,0.029246371,1.775025804,0.03346838
ENSMUSG00000008373,-1.185117149,4.51E-20,1.153273044,0.035138613,-1.091033027,0.080150203
ENSMUSG00000041774,-1.183885052,2.42E-16,-0.9015111,0.000693818,1.017014515,0.071855624
ENSMUSG00000063802,-1.183732893,0.00000231,0.556076496,0.013413108,0.650796501,0.033776934
ENSMUSG00000030725,-1.182494735,0.000207,1.126987141,0.039288149,-1.181521689,0.057698949
ENSMUSG00000082530,-1.178777427,0.0156,1.163864927,0.06839473,-0.016797802,0.077700881
ENSMUSG00000054766,-1.177503166,1.42E-19,-0.141791324,0.015588902,0.232035891,0.062792354
ENSMUSG00000035683,-1.177480781,0.000281,-1.68365941,0.092454346,-1.679166133,0.068774347
ENSMUSG00000043342,-1.177429342,0.0683,-0.109911706,0.070543139,1.064566367,0.058858502
ENSMUSG00000029777,-1.176616253,5.13E-11,-0.48801455,0.066887094,-1.79605405,0.082905297
ENSMUSG00000023944,-1.174976224,7.04E-09,-1.868930185,0.078153301,1.213588927,0.02172775
ENSMUSG00000028729,-1.173377212,8.30E-18,-1.82007058,0.009771536,-1.870751448,0.020809783
ENSMUSG00000049882,-1.173297371,2.66E-14,1.002783012,0.022661599,-1.679524922,0.039165862
ENSMUSG00000020592,-1.17265916,0.000000557,-1.008757402,0.029015892,-1.891921047,0.022483799
ENSMUSG00000044254,-1.17249691,0.0122,-0.248549263,0.059280987,0.683830377,0.042925693
ENSMUSG00000001524,-1.171711459,5.20E-13,-1.78000963,0.081607144,1.231442648,0.010760543
ENSMUSG00000002984,-1.168061202,2.81E-15,1.365343222,0.02555571,-0.862630523,0.067698277
ENSMUSG00000021149,-1.167424686,4.10E-24,-1.818969457,0.032813155,-1.197413022,0.083987152
ENSMUSG00000025995,-1.167388379,1.41E-13,1.747803799,0.067594847,0.586823759,0.065249374
ENSMUSG00000091058,-1.16664702,0.0173,-1.969179862,0.079468422,0.395924174,0.021372998
ENSMUSG00000002265,-1.166474281,0.0664,0.142637,0.015782694,-1.55501328,0.012107973
ENSMUSG00000086322,-1.166259926,0.000815,-1.216044446,0.004169783,-1.953448212,0.075909482
ENSMUSG00000103600,-1.160449958,0.0184,-0.133081396,0.000220806,-1.00303637,0.046972627
ENSMUSG00000022471,-1.157359522,5.93E-13,1.249174967,0.026829335,0.863835718,0.071709215
ENSMUSG00000029610,-1.156427586,3.66E-15,-1.052826631,0.00323623,-1.832298492,0.066693414
ENSMUSG00000006057,-1.154654762,1.68E-10,0.207031763,0.038182406,-1.938277779,0.009213932
ENSMUSG00000081218,-1.15160201,0.0575,0.641624259,0.041515814,1.093648392,0.015857697
ENSMUSG00000007033,-1.151465046,0.00012,1.968296808,0.04549112,1.19619664,0.064373666
ENSMUSG00000031403,-1.147312629,5.89E-26,1.609168034,0.040130855,1.004597884,0.0083429
ENSMUSG00000082952,-1.146866156,0.0662,-0.621654526,0.077252987,0.545742559,0.040823404
ENSMUSG00000024493,-1.146691084,2.74E-12,-1.182532328,0.086201468,1.325340892,0.002103693
ENSMUSG00000029869,-1.14490352,0.00807,0.871771204,0.031558539,1.487706144,0.099505275
ENSMUSG00000053141,-1.144599835,0.0588,0.521444882,0.043957238,1.913909801,0.000587556
ENSMUSG00000055053,-1.144553112,0.000000342,-0.041931493,0.008043636,1.516529413,0.043165785
ENSMUSG00000084283,-1.142034509,0.0183,1.403655118,0.086820287,-0.313805334,0.092638475
ENSMUSG00000026192,-1.140673974,2.06E-12,0.333623408,0.027436144,-1.417171549,0.023045472
ENSMUSG00000062933,-1.139494462,0.000001,-0.940623621,0.061039394,1.645941265,0.069818317
ENSMUSG00000028851,-1.138108957,6.78E-15,-0.397077496,0.081672012,0.983753056,0.009226764
ENSMUSG00000048949,-1.137851166,0.00104,-1.349434239,0.074146775,1.235755204,0.077947851
ENSMUSG00000046856,-1.136159427,0.0735,-1.396912278,0.04963427,0.989274937,0.052691367
ENSMUSG00000070777,-1.13579993,0.0152,0.51027712,0.061077852,-1.484302272,0.055199221
ENSMUSG00000050796,-1.135301232,0.000000815,1.535347559,0.015972187,-1.838772466,0.078441532
ENSMUSG00000034881,-1.135239197,0.00000112,-1.423201806,0.042951647,1.244269135,0.047948074
ENSMUSG00000025701,-1.135016414,0.0555,1.778326316,0.082847124,-1.421289142,0.098106045
ENSMUSG00000034667,-1.132066165,1.02E-18,-1.317060952,0.001095657,-0.614479186,0.02040039
ENSMUSG00000026187,-1.129105901,1.91E-15,-0.403338469,1.32E-05,-1.385956976,0.054267677
ENSMUSG00000003868,-1.125548924,5.14E-10,0.069836205,0.000457139,1.972044561,0.059431022
ENSMUSG00000082838,-1.12389566,0.0229,-1.38337219,0.041268692,-0.884996966,0.005042902
ENSMUSG00000020876,-1.122305707,3.11E-10,1.148103819,0.088500333,-0.421359864,0.014440306
ENSMUSG00000020691,-1.122176679,4.83E-17,-0.026713521,0.082438937,0.282559899,0.080282296
ENSMUSG00000025153,-1.121670845,5.33E-12,1.016612459,0.062054862,-1.586026799,0.024491973
ENSMUSG00000024620,-1.12124196,0.0959,-0.554313619,0.094157181,-0.668945266,0.082679238
ENSMUSG00000040310,-1.120561317,0.00726,1.107546603,0.067663961,1.341668279,0.05802523
ENSMUSG00000021273,-1.117749511,4.76E-08,1.109992183,0.076287064,1.260521878,0.08467132
ENSMUSG00000017999,-1.116524258,1.94E-27,0.809230282,0.074325614,-0.480216074,0.042604609
ENSMUSG00000033707,-1.115682018,4.86E-10,-0.721364851,0.010289491,-0.142023205,0.084111676
ENSMUSG00000026414,-1.114818198,0.0395,0.923744968,0.087918136,0.180898169,0.027513835
ENSMUSG00000005846,-1.114801852,3.44E-12,-0.819786903,0.051068569,1.154149879,0.063971457
ENSMUSG00000016552,-1.11419552,2.04E-09,-0.552825542,0.047396071,0.877081965,0.030003248
ENSMUSG00000026883,-1.113178517,0.0000181,0.879846383,0.0592088,-1.100069274,0.087095899
ENSMUSG00000054079,-1.113100625,1.38E-14,-0.916580213,0.09874336,-1.000536615,0.009638084
ENSMUSG00000033732,-1.112790632,1.03E-13,0.650076672,0.041870808,1.696187307,0.033859073
ENSMUSG00000074923,-1.111716429,0.00581,-0.506544515,0.016548009,-0.41088288,0.056212611
ENSMUSG00000030512,-1.111035999,2.61E-10,1.139513961,0.07652207,0.980911061,0.012366443
ENSMUSG00000028948,-1.110746384,3.70E-16,0.142004311,0.028227815,0.861305555,0.004507864
ENSMUSG00000016554,-1.109589938,1.20E-13,-1.679325405,0.09911617,-1.533171143,0.092534201
ENSMUSG00000061479,-1.108805458,2.54E-10,-0.392897909,0.068983494,-0.552406707,0.005918339
ENSMUSG00000059022,-1.108556892,0.0858,-0.766197243,0.043379908,-0.644701052,0.004478112
ENSMUSG00000021217,-1.108059117,0.0645,0.087185904,0.084494248,-0.748867408,0.039213671
ENSMUSG00000028042,-1.106950723,3.12E-13,-0.916401688,0.056323978,1.695614925,0.091870772
ENSMUSG00000024309,-1.106785182,1.24E-08,1.156899002,0.010754427,1.865880896,0.049398287
ENSMUSG00000031948,-1.106565091,3.24E-13,0.327915335,0.097395617,0.235327772,0.068504437
ENSMUSG00000038759,-1.106306839,4.69E-10,-0.753675553,0.054818816,0.100828021,0.018747522
ENSMUSG00000022557,-1.105982611,2.58E-11,-1.881433038,0.075523486,-1.511778987,0.070434562
ENSMUSG00000026806,-1.105843772,8.74E-13,0.249577685,0.041781128,1.685029977,0.013174825
ENSMUSG00000067722,-1.105371042,6.39E-08,0.320038203,0.051384463,1.528541235,0.073587099
ENSMUSG00000052031,-1.105226239,0.000000025,0.555850781,0.017057854,1.81010232,0.048371602
ENSMUSG00000040118,-1.102751724,0.0863,-1.468695795,0.092646141,-0.707186059,0.081487805
ENSMUSG00000030357,-1.100258163,0.00000198,-0.699018609,0.045753505,1.486557331,0.059578516
ENSMUSG00000018543,-1.097325845,0.0642,-0.222743029,0.06131773,0.785980255,0.040889398
ENSMUSG00000076512,-1.096704472,0.0152,0.610393017,0.098019494,0.27721791,0.029017536
ENSMUSG00000015112,-1.096155271,0.000000133,0.133307181,0.06259657,0.635283476,0.065593117
ENSMUSG00000027387,-1.094525824,2.13E-09,1.904643788,0.079779092,-0.784630533,0.064044153
ENSMUSG00000024120,-1.092598686,5.79E-14,1.137656657,0.018134465,0.945807539,0.055507619
ENSMUSG00000005973,-1.089791879,1.89E-11,1.440087914,0.019114678,0.811135201,0.070558258
ENSMUSG00000049109,-1.089087226,0.01,1.636900576,0.068143691,-0.950134665,0.048386387
ENSMUSG00000035772,-1.088576398,4.08E-12,-1.645088078,0.017614016,-1.35640808,0.001050941
ENSMUSG00000030942,-1.086826445,1.78E-13,-1.516081052,0.031781647,-0.421100766,0.080470113
ENSMUSG00000005950,-1.082407602,0.00127,-0.526142392,0.089539932,-0.920185773,0.040318591
ENSMUSG00000058258,-1.082400094,0.000000225,0.452500734,0.02094573,-0.543509617,0.067536762
ENSMUSG00000026478,-1.081666326,1.84E-08,-1.380929567,0.004243756,1.58910446,0.045501216
ENSMUSG00000062619,-1.080983325,0.00000281,0.792240369,0.039053068,-0.726095195,0.045142544
